	ComplexName	UniProtIDs	GeneNames
2866	Dystrophin-glycoprotein complex (DGC)	Q62165;P82347;Q7TSJ6;P46938	Dag1;Sgcd;Lats2;Yap1
2867	Mili-Tdrd1-Tdrd12 complex	Q9CWU0;Q8CDG1;Q99MV1	Tdrd12;Piwil2;Tdrd1
2868	EXT1-EXT2 complex	Q93063;Q16394	EXT2;EXT1
2869	Periaxin complex	Q6NVD9;P20152;E9Q616;P26040;Q68FG2;Q9QXS1;Q8C8R3;O55103;Q810U4;A2AMT1	Bfsp2;Vim;Ahnak;Ezr;Sptbn2;Plec;Ank2;Prx;Nrcam;Bfsp1
2870	EPPD complex	E1BM58;M5FKH8;F1MCK2;P31976	PRX;PPL;AHNAK;EZR
2871	Fanconi anemia FAAP100 complex	O15287;Q0VG06;Q9BTP7;O15360;Q9NPI8;Q00597;Q9NW38;Q9HB96;Q8IYD8;Q8NB91	FANCG;FAAP100;FAAP24;FANCA;FANCF;FANCC;FANCL;FANCE;FANCM;FANCB
2872	AUP1-OS9-SEL1L-UBC6e-UBXD8 complex	Q9Y679;Q96CS3;Q9Y385;Q13438;Q9UBV2	AUP1;FAF2;UBE2J1;OS9;SEL1L
2873	Ragulator-AXIN/LKB1-AMPK complex	O54950;O35625;Q8CF66;Q9CQ22;O88653;Q9R078;Q9D1L9;Q9JHS3;Q5EG47;Q9WTK7	Prkag1;Axin1;Lamtor4;Lamtor1;Lamtor3;Prkab1;Lamtor5;Lamtor2;Prkaa1;Stk11
2874	v-ATPase-Ragulator-AXIN/LKB1-AMPK complex	O43504;Q9Y2Q5;P38606;P27449;P54619;Q0VGL1;Q13131;Q9Y478;P61421;Q6IAA8;Q9UHA4;P21281;Q15831;O15169	LAMTOR5;LAMTOR2;ATP6V1A;ATP6V0C;PRKAG1;LAMTOR4;PRKAA1;PRKAB1;ATP6V0D1;LAMTOR1;LAMTOR3;ATP6V1B2;STK11;AXIN1
2875	TSC complex	Q92574;P49815;Q9P0N9	TSC1;TSC2;TBC1D7
2876	Phosphatidylinositol 4-kinase complex	Q9BYI3;Q8IYD1;P42356;Q86TV6	FAM126A;GSPT2;PI4KA;TTC7B
2877	HUSH complex	Q99549;Q8NEY8;Q9UK61	MPHOSPH8;PPHLN1;TASOR
2878	Ror1-Ror2 complex	Q9Z139;Q9Z138	Ror1;Ror2
2879	Gamma-tubulin complex	P23258;Q9UGJ1;Q96RT8;Q96CW5;Q9BSJ2;Q96RT7	TUBG1;TUBGCP4;TUBGCP5;TUBGCP3;TUBGCP2;TUBGCP6
2880	MMXD complex	Q96T76;P18074;P05141;Q9Y3D0;O76071	MMS19;ERCC2;SLC25A5;CIAO2B;CIAO1
2881	MMS19 complex	Q9Y3D0;Q9H6Q4;Q96T76;O76071	CIAO2B;CIAO3;MMS19;CIAO1
2882	CIA2B-CIA1-MMS19 complex	Q9Y3D0;Q96T76;O76071	CIAO2B;MMS19;CIAO1
2883	Ubiquitin E3 ligase (CUL1, FBXO10, SKP1)	Q9UK96;Q13616;P63208	FBXO10;CUL1;SKP1
2884	Ubiquitin E3 ligase (CUL1, FBXO6, RBX1, SKP1)	Q13616;P62877;Q9NRD1;P63208	CUL1;RBX1;FBXO6;SKP1
2885	Ubiquitin E3 ligase (CUL1, FBXO17, RBX1, SKP1)	Q13616;P62877;P63208;Q96EF6	CUL1;RBX1;SKP1;FBXO17
2886	Ubiquitin E3 ligase (CUL1, FBXO27, RBX1, SKP1)	Q13616;P62877;P63208;Q8NI29	CUL1;RBX1;SKP1;FBXO27
2887	Ubiquitin E3 ligase (CUL1, FBXO44, RBX1, SKP1)	Q13616;P62877;P63208;Q9H4M3	CUL1;RBX1;SKP1;FBXO44
2888	PELI1-IRAK4-IRAK1-TRAF6 complex, IL-1-induced	P51617;Q9NWZ3;Q96FA3;Q9Y4K3	IRAK1;IRAK4;PELI1;TRAF6
2889	FBXW7-CDX2-GSK3B complex	Q969H0;P49841;Q99626	FBXW7;GSK3B;CDX2
2890	CTNNB1-FERMT2-TCF7L2 complex	Q9NQB0;P35222;Q96AC1	TCF7L2;CTNNB1;FERMT2
2891	CTNNB1-FERMT2-YBX1 complex	P35222;Q96AC1;P67809	CTNNB1;FERMT2;YBX1
2892	FGF1-FGFR1-ITGB3 complex	P11362;P05230;P05106	FGFR1;FGF1;ITGB3
2893	EED-EZH2-PHF19 complex	Q15910;O75530;Q5T6S3	EZH2;EED;PHF19
2894	Frs2-Grb2-Sos1 complex	Q62245;Q60631;Q8C180	Sos1;Grb2;Frs2
2895	Cbl-Frs2-Grb2 complex	P22682;Q60631;Q8C180	Cbl;Grb2;Frs2
2896	ELN-FBLN2-FBN1 complex	P98095;P35555;P15502	FBLN2;FBN1;ELN
2897	ELN-FBLN5-FBN1 complex	Q9UBX5;P35555;P15502	FBLN5;FBN1;ELN
2898	Cdk1-Hspa2-tNasp complex	P11440;Q99MD9;P17156	Cdk1;Nasp;Hspa2
2899	CTTN-FER-PTK2 complex	Q14247;P16591;Q05397	CTTN;FER;PTK2
2900	Bcar1-Crk-Ptk2-Rapgef1 complex	Q63768;Q63767;O35346;Q9QYV3	Crk;Bcar1;Ptk2;c3g
2901	ILK-LIMS1-PARVA complex	P48059;Q13418;Q9NVD7	LIMS1;ILK;PARVA
2902	ILK-LIMS2-PARVA complex	Q13418;Q9NVD7;Q7Z4I7	ILK;PARVA;LIMS2
2903	FAK\u2013p130Cas\u2013MT1 complex	P56945;P50281;Q05397	BCAR1;MMP14;PTK2
2904	Cyth2-Src complex	P05480;P63034	Src;Cyth2
2905	WAVE1 complex	A8YXX8;A7MB24;F1MPZ9;Q0IIJ3;P85091	BRK1;ABI2;NCKAP1;WASF1;CYFIP1
2906	Fak-Pde4d5-Rack1 complex	Q01063;P68040;P34152	Pde4d;Rack1;Ptk2
2907	MAPK1-PTK2-PXN complex	P49023;P28482;Q05397	PXN;MAPK1;PTK2
2908	FAK-p120RasGAP-p190RhoGAP complex	E9PYG6;P34152;P27671	Rasa1;Ptk2;Rasgrf1
2909	Robo4\u2013paxillin complex	P49023;Q8WZ75	PXN;ROBO4
2910	ARHGEF7-GIT2-PAK1 complex	Q14161;Q14155;Q13153	GIT2;ARHGEF7;PAK1
2911	AKT1-FOXO1-WDFY2 complex	P31749;Q96P53;Q12778	AKT1;WDFY2;FOXO1
2912	PRKCZ-VAMP2-WDFY2 complex	Q05513;Q96P53;P63027	PRKCZ;WDFY2;VAMP2
2913	FOXP3-TRIM28-ZFP90 complex	Q8TF47;Q9BZS1;Q13263	ZFP90;FOXP3;TRIM28
2914	AJUBA-PRMT5-SNAI1 complex	O95863;O14744;Q96IF1	SNAI1;PRMT5;AJUBA
2915	PRKCZ-SQSTM-TRAF6 complex	Q9Y4K3;Q13501;Q05513	TRAF6;SQSTM1;PRKCZ
2916	MYC-TRRAP-KAT2A complex	Q92830;Q9Y4A5;P01106	KAT2A;TRRAP;MYC
2917	KAT2A-TRRAP complex	Q92830;Q9Y4A5	KAT2A;TRRAP
2918	ARHGEF2-MAPK1-MAPK3-PXN complex	P49023;Q92974;P28482;P27361	PXN;ARHGEF2;MAPK1;MAPK3
2919	c-Src immune complex	Q64727;P34152;P20444;P28867;P05480;P05213;P49817;P68369;P16054;Q01776;Q63844;Q8VI36;P63085;Q61097	Vcl;Ptk2;Prkca;Prkcd;Src;Tuba1b;Cav1;Tuba1a;Prkce;Gnrhr;Mapk3;Pxn;Mapk1;Ksr1
2920	Norrin receptor complex	Q9ULV1;Q00604;O95859;O75197	FZD4;NDP;TSPAN12;LRP5
2921	LRP6-PTH-PTH1R complex	Q03431;O75581;P01270	PTH1R;LRP6;PTH
2922	Lrp6-Pth-Pth1r complex	P25961;P04089;A0A0G2K0H3	Pth1r;Pth;Lrp6
2923	FZD5-LGR5-LRP6 complex	Q13467;O75581;O75473	FZD5;LRP6;LGR5
2924	Axin1-Ctnnb1-Lrp5 complex	Q02248;O35625;Q91VN0	Ctnnb1;Axin1;Lrp5
2925	Fzd8-Ror2-Wnt5a complex	Q9Z138;P22725;Q61091	Ror2;Wnt5a;Fzd8
2926	Fzd7-Gnas-Pik3r1 complex	P26450;Q61090;P63094	Pik3r1;Fzd7;Gnas
2927	BARD1\u2013BRCA1\u2013RAD51 complex	P38398;Q99728;Q06609	BRCA1;BARD1;RAD51
2928	Isocitrate dehydrogenase [NADP], mitochondrial	P48735	IDH2
2929	Isocitrate dehydrogenase [NAD], mitochondrial	P51553;O43837;P50213	IDH3G;IDH3B;IDH3A
2930	GPS2-LXR-RXR complex	Q60641;Q921N8;Q9Z0Y9	Nr1h4;Gps2;Nr1h3
2931	NG2-galectin-3-alpha3beta1-integrin complex	P05556;P26006;P17931;Q6UVK1	ITGB1;ITGA3;LGALS3;CSPG4
2932	Ret-Gfra1-Gdnf complex	P97785;P48540;P35546	Gfra1;Gdnf;Ret
2933	ARTN-GFRA3-RET comples	P07949;Q5T4W7;O60609	RET;ARTN;GFRA3
2934	Idas-Geminin-Cdt1 complex	D6RGH6;O75496;Q9H211	MCIDAS;GMNN;CDT1
2935	REP-RGGT-Rab complex	Q92696;P24386;P20336	RABGGTA;CHM;RAB3A
2936	C2ORF3-Prp43-TFIP11 complex	Q9UBB9;P16383;O43143	TFIP11;GCFC2;DHX15
2937	BOLA2-GLRX3 complex	O76003;Q9H3K6	GLRX3;BOLA2
2938	GATB-GATC-QRSL1 complex	O43716;O75879;Q9H0R6	GATC;GATB;QRSL1
2939	BICD2-dynein-dynactin complex	Q8TD16;Q14203;O14576	BICD2;DCTN1;DYNC1I1
2940	CTNNB1-GID8 complex	Q9NWU2;P35222	GID8;CTNNB1
2941	Glutamate receptor complex (Grin1, Grin2a), ionotropic, NMDA-type	Q00959;P35439	Grin2a;Grin1
2942	AXIN1-GID8-GSK3B complex	Q9NWU2;P49841;O15169	GID8;GSK3B;AXIN1
2943	Fkbp5-Hsp90aa1-Hspa1a-Nr3c1 complex	P07901;Q61696;P06537;Q64378	Hsp90aa1;Hspa1a;Nr3c1;Fkbp5
2944	Glutamate receptor complex (GRIN1, GRIN2A, GRIN2B), ionotropic, NMDA-type	P35436;P35438;Q01097	Grin2a;Grin1;Grin2b
2945	Glutamate receptor (Grin1, Grin2A) - Grin3B complex, ionotropic, NMDA-type	P35436;P35438;Q91ZU9	Grin2a;Grin1;Grin3b
2946	AMPA receptor complex (anti-GluA1-a)	P31016;D3ZE85;Q5BJU5;Q8VHW9;P63057;Q8VHX0;F1LN46;Q9CZN4;D0Q0Y7;P19491;M0RB53;P19493;O08957;P19492;Q71RJ2;Q8VHW5;P62957;Q568Y7;P19490;Q6MG82;D4A0X1;D3ZK93;Q62609;D3ZFB6	Dlg4;Frrs1l;Cnih2;Cacng4;Olfm3;Cacng3;Cpt1c;Shisa9;Cnih3;Gria2;Vwc2;Gria4;Nrn1;Gria3;Cacng2;Cacng8;Cacng7;Olfm2;Gria1;Prrt1;Vwc2l;Gsg1l;Olfm1;Prrt2
2947	Serine-palmitoyltransferase (SPTLC1, SPTLC2, SPTLC3) complex	O15270;Q9NUV7;O15269	SPTLC2;SPTLC3;SPTLC1
2948	Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTb) complex	Q8NFR3;Q9NUV7;O15269	SPTSSB;SPTLC3;SPTLC1
2949	AMPA receptor complex (anti-GluA1-b)	D3ZE85;Q5BJU5;Q8VHW9;P63057;Q8VHX0;F1LN46;Q9CZN4;D0Q0Y7;P19491;M0RB53;P19493;O08957;P19492;Q71RJ2;Q8VHW5;B4F7C5;P62957;Q568Y7;P19490;Q6MG82;D4A0X1;D3ZK93;Q62609;D3ZFB6	Frrs1l;Cnih2;Cacng4;Olfm3;Cacng3;Cpt1c;Shisa9;Cnih3;Gria2;Vwc2;Gria4;Nrn1;Gria3;Cacng2;Cacng8;Lrrtm4;Cacng7;Olfm2;Gria1;Prrt1;Vwc2l;Gsg1l;Olfm1;Prrt2
2950	Serine-palmitoyltransferase (SPTLC1, SPTLC3, ssSPTa) complex	Q9NUV7;Q969W0;O15269	SPTLC3;SPTSSA;SPTLC1
2951	Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTb) complex	O15270;Q8NFR3;O15269	SPTLC2;SPTSSB;SPTLC1
2952	Serine-palmitoyltransferase (SPTLC1, SPTLC2, ssSPTa) complex	O15270;Q969W0;O15269	SPTLC2;SPTSSA;SPTLC1
2953	JUN-FBW7-PRR7 complex	Q969H0;P05412;Q8TB68	FBXW7;JUN;PRR7
2954	AMPA receptor complex (anti-GluA1-c)	Q568Y7;Q62609;D3ZE85;P19493;Q5BJU5;O08957;P19492;P63057;Q8VHX0;Q9CZN4;D0Q0Y7;P19491;P62957;P19490;D3ZFB6;Q71RJ2;Q6MG82;D3ZK93	Olfm2;Olfm1;Frrs1l;Gria4;Cnih2;Nrn1;Gria3;Olfm3;Cacng3;Shisa9;Cnih3;Gria2;Cacng7;Gria1;Prrt2;Cacng2;Prrt1;Gsg1l
2955	AMPA receptor complex (anti-GluA2-a)	Q568Y7;Q62609;D3ZE85;P19493;Q5BJU5;O08957;Q8VHW9;P19492;P63057;Q8VHX0;D0Q0Y7;P19491;Q71RJ2;P19490;M0RB53;Q6MG82;D3ZK93	Olfm2;Olfm1;Frrs1l;Gria4;Cnih2;Nrn1;Cacng4;Gria3;Olfm3;Cacng3;Cnih3;Gria2;Cacng2;Gria1;Vwc2;Prrt1;Gsg1l
2956	AMPA receptor complex (anti-GluA2-b)	D3ZE85;Q5BJU5;Q8VHW9;P63057;Q8VHX0;F1LN46;Q9CZN4;D0Q0Y7;P19491;M0RB53;Q5XI64;P19493;O08957;P19492;Q71RJ2;Q8VHW5;B4F7C5;P62957;Q568Y7;P19490;D4A0X1;D3ZK93;Q6MG82;Q62609;D3ZFB6	Frrs1l;Cnih2;Cacng4;Olfm3;Cacng3;Cpt1c;Shisa9;Cnih3;Gria2;Vwc2;Abhd6;Gria4;Nrn1;Gria3;Cacng2;Cacng8;Lrrtm4;Cacng7;Olfm2;Gria1;Vwc2l;Gsg1l;Prrt1;Olfm1;Prrt2
2957	ITGAV-ITGB3-Igf1-Igf1r complex	A0A1U8CU03;G3H672;P06756;P05106	Igf1r;I79_005825;ITGAV;ITGB3
2958	AMPA receptor complex (anti-GluA2-c)	Q568Y7;Q62609;D3ZE85;P19493;Q5BJU5;O08957;P19492;P63057;Q8VHX0;Q9CZN4;D0Q0Y7;Q6MG82;P19491;Q71RJ2;P19490;M0RB53;D4A0X1;D3ZK93	Olfm2;Olfm1;Frrs1l;Gria4;Cnih2;Nrn1;Gria3;Olfm3;Cacng3;Shisa9;Cnih3;Prrt1;Gria2;Cacng2;Gria1;Vwc2;Vwc2l;Gsg1l
2959	ORMDL3-SPTLC1 complex	Q8N138;O15269	ORMDL3;SPTLC1
2960	Ush2A-Gpr98-Whrn-Pdzd7 complex	Q2QI47;Q8BIA7;Q80VW5;Q8VHN7	Ush2A;Pdzd7;Whrn;Adgrv1
2961	ProTalpha C2 complex	P06454;P49006;P60709;Q01105	PTMA;MARCKSL1;ACTB;SET
2962	ProTalpha C5 complex	P25786;P39687;Q07021;Q00325;P06454	PSMA1;ANP32A;C1QBP;SLC25A3;PTMA
2963	ProTalpha C7 complex	P06454;Q92688;P39687	PTMA;ANP32B;ANP32A
2964	ProTalpha C8 complex	Q92688;P06454;P62491;P39687	ANP32B;PTMA;RAB11A;ANP32A
2965	ProTalpha C9 complex	P06454;Q01105	PTMA;SET
2966	THSD1-FAK-talin-vinculin complex	P18206;Q9NS62;Q9Y490;Q05397	VCL;THSD1;TLN1;PTK2
2967	ABI3-WAVE2-CYFIP1 complex	Q7L576;Q9Y6W5;Q9P2A4	CYFIP1;WASF2;ABI3
2968	FGF1-ITGAV-ITGB3 complex	P06756;P05230;P05106	ITGAV;FGF1;ITGB3
2969	JIP1-JIP2 complex	Q9UQF2;Q13387	MAPK8IP1;MAPK8IP2
2970	SIGMAR1-Cacna1b-CACNB1-CACNA2D1 complex	O89089;Q02641;P54289;Q99720	Cacna1b;CACNB1;CACNA2D1;SIGMAR1
2971	Txnip-Nlrp3-Asc-Casp1 complex	P29452;Q8BG60;Q8R4B8;Q9EPB4	Casp1;Txnip;Nlrp3;Pycard
2972	ADIPOQ-PLOD3-GLT25D1 complex	Q15848;O60568;Q8NBJ5	ADIPOQ;PLOD3;COLGALT1
2973	ST3GAL6-EGFR complex	P00533;Q9Y274	EGFR;ST3GAL6
2974	SEPHS1-SEPHS2-SEPSECS-SECp43 complex	Q99611;P49903;Q9HD40;Q80VC6	SEPHS2;SEPHS1;SEPSECS;Trnau1ap
2975	PLOD2-FKBP10 complex	Q96AY3;O00469	FKBP10;PLOD2
2976	Aqp4-Slc1a2 complex	P31596;P47863	Slc1a2;Aqp4
2977	CAPZA3-CAPZB complex	P47756;Q96KX2	CAPZB;CAPZA3
2978	Cacna1d-Kcnn4 complex	Q99246;O89109	Cacna1d;Kcnn4
2979	HTT-DISC1-PDE4B complex	Q07343;P42858;Q9NRI5	PDE4B;HTT;DISC1
2980	PP2A-NR3A complex	Q8TCU5;P30153;P67775;P63151	GRIN3A;PPP2R1A;PPP2CA;PPP2R2A
2981	Clock-Bmal1-Cry1 complex	Q9WTL8;O08785;P97784	Arntl;Clock;Cry1
2982	Grb2-Pld2-Was complex	P97813;Q60631;P70315	Pld2;Grb2;Was
2983	Clock-Bmal1-Cry2 complex	Q9WTL8;Q9R194;O08785	Arntl;Cry2;Clock
2984	hCRY1-mPer2 complex	O54943;Q16526	Per2;CRY1
2985	Cry1-Per2 complex	O54943;P97784	Per2;Cry1
2986	FERMT3-RACK1 complex	P63244;Q86UX7	RACK1;FERMT3
2987	ITGB1-RACK1 complex	P05556;P63244	ITGB1;RACK1
2988	ITGB2-RACK1 complex	P63244;P05107	RACK1;ITGB2
2989	GNAI1-GNGT1-GNB1 complex	P63096;P62873;P63211	GNAI1;GNB1;GNGT1
2990	GNAI1-GNB2-GNGT1 complex	P63096;P62879;P63211	GNAI1;GNB2;GNGT1
2991	GNAI1-GNB3-GNGT1 complex	P63096;P16520;P63211	GNAI1;GNB3;GNGT1
2992	GNAI1-GNB4-GNGT1 complex	P63096;Q9HAV0;P63211	GNAI1;GNB4;GNGT1
2993	GNAI1-GNB5-GNGT1 complex	P63096;O14775;P63211	GNAI1;GNB5;GNGT1
2994	GNAI1-GNB1-GNG2 complex	P63096;P62873;P59768	GNAI1;GNB1;GNG2
2995	GNAI1-GNB2-GNG2 complex	P63096;P62879;P59768	GNAI1;GNB2;GNG2
2996	GNAI1-GNB3-GNG2 complex	P63096;P16520;P59768	GNAI1;GNB3;GNG2
2997	GNAI1-GNB4-GNG2 complex	P63096;Q9HAV0;P59768	GNAI1;GNB4;GNG2
2998	GNAI1-GNB5-GNG2 complex	P63096;P59768;O14775	GNAI1;GNG2;GNB5
2999	GNAI1-GNB1-GNG3 complex	P63096;P62873;P63215	GNAI1;GNB1;GNG3
3000	GNAI1-GNB2-GNG3 complex	P63096;P62879;P63215	GNAI1;GNB2;GNG3
3001	GNAI1-GNB3-GNG3 complex	P63096;P16520;P63215	GNAI1;GNB3;GNG3
3002	GNAI1-GNB4-GNG3 complex	P63096;Q9HAV0;P63215	GNAI1;GNB4;GNG3
3003	GNAI1-GNB5-GNG3 complex	P63096;P63215;O14775	GNAI1;GNG3;GNB5
3004	ITGA6-ITGB4-Igf1-Igf1r complex	A0A1U8CU03;G3H672;P23229;P16144	Igf1r;I79_005825;ITGA6;ITGB4
3005	DCP1A-NR3C1-PNRC2-UPF1-complex	Q9NPI6;Q9NPJ4;Q92900;P04150	DCP1A;PNRC2;UPF1;NR3C1
3006	GNAI1-GNB1-GNG4 complex	P63096;P50150;P62873	GNAI1;GNG4;GNB1
3007	GNAI1-GNB2-GNG4 complex	P63096;P50150;P62879	GNAI1;GNG4;GNB2
3008	GNAI1-GNB3-GNG4 complex	P63096;P50150;P16520	GNAI1;GNG4;GNB3
3009	GNAI1-GNB4-GNG4 complex	P63096;P50150;Q9HAV0	GNAI1;GNG4;GNB4
3010	GNAI1- GNB5-GNG4 complex	P63096;P50150;O14775	GNAI1;GNG4;GNB5
3011	GNAI1-GNB1-GNG5 complex	P63096;P63218;P62873	GNAI1;GNG5;GNB1
3012	GNAI1-GNB2-GNG5 complex	P63096;P62879;P63218	GNAI1;GNB2;GNG5
3013	BVR-PKCD-ERK2 complex	P53004;Q05655;P28482	BLVRA;PRKCD;MAPK1
3014	PDZK1-PLCB3-SSTR5 complex	P35346;Q01970;Q5T2W1	SSTR5;PLCB3;PDZK1
3015	PDZK1-PLCB3- SSTR1 complex	Q01970;Q5T2W1;P30872	PLCB3;PDZK1;SSTR1
3016	PDZK1-PLCB3- SSTR2 complex	P30874;Q01970;Q5T2W1	SSTR2;PLCB3;PDZK1
3017	PDZK1-PLCB3- SSTR3 complex	Q01970;Q5T2W1;P32745	PLCB3;PDZK1;SSTR3
3018	PDZK1-PLCB3- SSTR4 complex	Q01970;Q5T2W1;P31391	PLCB3;PDZK1;SSTR4
3019	IFNAR1-IFNAR2-IFNW1 complex	P48551;P17181;P05000	IFNAR2;IFNAR1;IFNW1
3020	IFNAR2-IFNA2 complex	P48551;P01563	IFNAR2;IFNA2
3021	IFNAR1-IFNAR2-IFNA2 complex	P48551;P17181;P01563	IFNAR2;IFNAR1;IFNA2
3022	TLR1-TLR2 complex	Q15399;O60603	TLR1;TLR2
3023	PIAS1-SUMO1-UBC9 complex	P63279;P63165;O75925	UBE2I;SUMO1;PIAS1
3024	OTUB1-UBC13-MMS2 complex	P61088;Q96FW1;Q15819	UBE2N;OTUB1;UBE2V2
3025	Gm130-Grasp65-p115 complex	P41542;O35254;Q62839	Uso1;Gorasp1;Golga2
3026	CTNNA1-CTNNB1-GLI3R complex	G1SR94;G1SFH9;Q59I72	GLI3;CTNNB1;CTNNA1
3027	Golgin45-Grasp55-Rab2(GTP) complex	Q6AYB8;Q9R064;P05712	Blzf1;Gorasp2;Rab2a
3028	Gm130-Grasp65 complex	O35254;Q62839	Gorasp1;Golga2
3029	Propionyl-CoA carboxylase	P05165;P05166	PCCA;PCCB
3030	KRIT1-HEG1-RAP1B complex	P61224;O00522;Q9ULI3	RAP1B;KRIT1;HEG1
3031	GNAI1-GNB3-GNG5 complex	P63096;P63218;P16520	GNAI1;GNG5;GNB3
3032	GNAI1-GNB4-GNG5 complex	P63096;P63218;Q9HAV0	GNAI1;GNG5;GNB4
3033	GNAI1-GNB5-GNG5 complex	P63096;P63218;O14775	GNAI1;GNG5;GNB5
3034	NFAT5-WWTR1 complex	O94916;Q9GZV5	NFAT5;WWTR1
3035	C9orf72-SMCR8-WDR41 complex	Q96LT7;Q8TEV9;Q9HAD4	C9orf72;SMCR8;WDR41
3036	C9orf72-SMCR8 complex	Q96LT7;Q8TEV9	C9orf72;SMCR8
3037	WDR41-(C9orf72-SMCR8)-(FIP200-ULK1-ATG13-ATG101) complex	Q9BSB4;Q8TEV9;Q9HAD4;Q8TDY2;Q96LT7;O75143;O75385	ATG101;SMCR8;WDR41;RB1CC1;C9orf72;ATG13;ULK1
3038	GNAI1-GNB1-GNG7 complex	P63096;P62873;O60262	GNAI1;GNB1;GNG7
3039	GNAI1-GNB2-GNG7 complex	P63096;P62879;O60262	GNAI1;GNB2;GNG7
3040	GNAI1-GNB3-GNG7 complex	P63096;P16520;O60262	GNAI1;GNB3;GNG7
3041	GNAI1-GNB4-GNG7 complex	P63096;O60262;Q9HAV0	GNAI1;GNG7;GNB4
3042	GNAI1-GNB5-GNG7 complex	P63096;O60262;O14775	GNAI1;GNG7;GNB5
3043	GNAI1-GNB1-GNG8 complex	P63096;P62873;Q9UK08	GNAI1;GNB1;GNG8
3044	GNAI1-GNB2-GNG8 complex	P63096;P62879;Q9UK08	GNAI1;GNB2;GNG8
3045	GNAI1-GNB3-GNG8 complex	P63096;P16520;Q9UK08	GNAI1;GNB3;GNG8
3046	GNAI1-GNB4-GNG8 complex	P63096;Q9HAV0;Q9UK08	GNAI1;GNB4;GNG8
3047	GNAI1-GNB5-GNG8 complex	P63096;Q9UK08;O14775	GNAI1;GNG8;GNB5
3048	GNAI1-GNB1-GNG10 complex	P63096;P50151;P62873	GNAI1;GNG10;GNB1
3049	GNAI1-GNB2-GNG10 complex	P63096;P50151;P62879	GNAI1;GNG10;GNB2
3050	GNAI1-GNB3-GNG10 complex	P63096;P50151;P16520	GNAI1;GNG10;GNB3
3051	GNAI1-GNB4-GNG10 complex	P63096;P50151;Q9HAV0	GNAI1;GNG10;GNB4
3052	GNAI1-GNB5-GNG10 complex	P63096;P50151;O14775	GNAI1;GNG10;GNB5
3053	GNAI1-GNB1-GNG11 complex	P63096;P61952;P62873	GNAI1;GNG11;GNB1
3054	GNAI1-GNB2-GNG11 complex	P63096;P62879;P61952	GNAI1;GNB2;GNG11
3055	GNAI1-GNB3-GNG11 complex	P63096;P61952;P16520	GNAI1;GNG11;GNB3
3056	GNAI1-GNB4-GNG11 complex	P63096;P61952;Q9HAV0	GNAI1;GNG11;GNB4
3057	GNAI1-GNB5-GNG11 complex	P63096;P61952;O14775	GNAI1;GNG11;GNB5
3058	GNAI1-GNB1-GNG12 complex	P63096;P62873	GNAI1;GNB1
3059	GNAI1-GNB2-GNG12 complex	P63096;P62879;Q9UBI6	GNAI1;GNB2;GNG12
3060	GNAI1-GNB3-GNG12 complex	P63096;P16520;Q9UBI6	GNAI1;GNB3;GNG12
3061	GNAI1-GNB4-GNG12 complex	P63096;Q9UBI6;Q9HAV0	GNAI1;GNG12;GNB4
3062	GNAI1-GNB5-GNG12 complex	P63096;Q9UBI6;O14775	GNAI1;GNG12;GNB5
3063	GNAI1-GNB1-GNG13 complex	P63096;P62873;Q9P2W3	GNAI1;GNB1;GNG13
3064	GNAI1-GNB2-GNG13 complex	P63096;P62879;Q9P2W3	GNAI1;GNB2;GNG13
3065	GNAI1-GNB3-GNG13 complex	P63096;P16520;Q9P2W3	GNAI1;GNB3;GNG13
3066	GNAI1-GNB4-GNG13 complex	P63096;Q9HAV0;Q9P2W3	GNAI1;GNB4;GNG13
3067	GNAI1-GNB5-GNG13 complex	P63096;Q9P2W3;O14775	GNAI1;GNG13;GNB5
3068	GNAS-L-GNB1-GNG1 complex	P63092;P62873;P63211	GNAS;GNB1;GNGT1
3069	ASAH1-NR5A1 complex	Q13285;Q13510	NR5A1;ASAH1
3070	ASAH1-NR5A1-SAPD complex	P07602;Q13285;Q13510	PSAP;NR5A1;ASAH1
3071	DNAAF2-HEATR2-SPAG1 complex	Q07617;Q9NVR5;Q86Y56	SPAG1;DNAAF2;DNAAF5
3072	AURKB-VRK1 complex	Q99986;Q96GD4	VRK1;AURKB
3073	SOX2-VRK1 complex	Q99986;P48431	VRK1;SOX2
3074	NBS1-VRK1 complex	O60934;Q99986	NBN;VRK1
3075	NBS1\u2013RNF8-VRK1 complex	O60934;O76064;Q99986	NBN;RNF8;VRK1
3076	PRRX1-UCHL1 complex	P54821;P09936	PRRX1;UCHL1
3077	PRRX2-UCHL1 complex	Q99811;P09936	PRRX2;UCHL1
3078	IGF2R-PLAUR-PLG complex	Q03405;P00747;P11717	PLAUR;PLG;IGF2R
3079	IGF2R-PLAUR complex	Q03405;P11717	PLAUR;IGF2R
3080	IGF2R-PLAUR-PLAU complex	Q03405;P00749;P11717	PLAUR;PLAU;IGF2R
3081	IGF2R-PLG-PLAU-PLAUR-LTGFbeta1 complex	P00749;P00747;P01137;Q03405;P11717	PLAU;PLG;TGFB1;PLAUR;IGF2R
3082	NUFIP2-Roquin1 complex	Q5TC82;Q7Z417	RC3H1;NUFIP2
3083	PLAUR-PLAU complex	Q03405;P00749	PLAUR;PLAU
